change_id,comparison_month,before_snapshot_date,after_snapshot_date,change_type,semantic_type,source_name,record_identity,source_record_id,changed_fields,old_value,new_value,source_url,interpretation_note
chg-4c435f93a4b6ee0d,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-23-0001,WTR-23-0001,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-23-0001.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-479abdf5f1609cc7,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-23-0002,WTR-23-0002,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-23-0002.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-d363c8be2c9a0a99,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.2_NORTH YBOR PHASE I,WTR-24-0001.2_North Ybor Phase I,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.2_North,One or more non-volatile source attributes changed outside the headline categories.
chg-69b8600b5194f26e,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.2_OAKFORD PARK PHASE I,WTR-24-0001.2_Oakford Park Phase I,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.2_Oakford,One or more non-volatile source attributes changed outside the headline categories.
chg-b624f7ef3fea946f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.3_E ARBOR HEIGHTS_EAST PHASE I,WTR-24-0001.3_E Arbor Heights_East Phase I,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.3_E,One or more non-volatile source attributes changed outside the headline categories.
chg-0e49da65b6c0540b,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.3_E ARBOR HEIGHTS_WEST PHASE I,WTR-24-0001.3_E Arbor Heights_West Phase I,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.3_E,One or more non-volatile source attributes changed outside the headline categories.
chg-2b6a17cf71f3d564,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.4_HAMPTON TERRACE A,WTR-24-0001.4_Hampton Terrace A,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.4_Hampton,One or more non-volatile source attributes changed outside the headline categories.
chg-06f872652e13037f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0001.4_HAMPTON TERRACE B,WTR-24-0001.4_Hampton Terrace B,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0001.4_Hampton,One or more non-volatile source attributes changed outside the headline categories.
chg-c4752e9a45146c1f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0009,WTR-24-0009,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0009.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-a83d05053a46d892,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0010,WTR-24-0010,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0010.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-9f7644706415918f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0011,WTR-24-0011,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0011.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-c2429381e58c0493,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-24-0018,WTR-24-0018,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-24-0018.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-691d353237691a5a,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0002,WTR-25-0002,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0002.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-bf5495064e7c8015,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0003,WTR-25-0003,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0003.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-248a4dc81f0dd0f0,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0004|GLOBALID|{458E453D-831A-4C11-B0D5-73405C0CADE5},WTR-25-0004,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0004.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-89a32c9781dfda5a,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0004|GLOBALID|{F4CE89AD-1B01-4C3E-B57E-45DD5AA07D82},WTR-25-0004,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0004.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-7b5821bb46ac3563,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0006,WTR-25-0006,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0006.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-9ad26a228546d6ab,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-26-0005,WTR-26-0005,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-26-0005.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-d7eb036adac84271,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-26-0006_TAMPA HEIGHTS PHASE I,WTR-26-0006_Tampa Heights Phase I,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-26-0006_Tampa,One or more non-volatile source attributes changed outside the headline categories.
chg-81af5a11c5cea524,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-26-0006_TAMPA HEIGHTS PHASE II,WTR-26-0006_Tampa Heights Phase II,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-26-0006_Tampa,One or more non-volatile source attributes changed outside the headline categories.
chg-0ae5ca9330e20feb,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WTR-26-0006_TAMPA HEIGHTS PHASE III,WTR-26-0006_Tampa Heights Phase III,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-26-0006_Tampa,One or more non-volatile source attributes changed outside the headline categories.
chg-b2419efd344baf2b,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WUR-19-0036,WUR-19-0036,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-19-0036.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-e395b611866c6dac,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WUR-20-0035,WUR-20-0035,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-20-0035.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-773f4fe75d918874,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WUR-22-0032,WUR-22-0032,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-22-0032.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-a7512ef88ee43d07,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WUR-24-0009,WUR-24-0009,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-24-0009.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-031a1b553485c5ab,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_improvements,CAPITAL_IMPROVEMENTS|NATIVE|WUR-25-0031,WUR-25-0031,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-25-0031.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-a5bdc0c5d21eb3ab,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|GLOBALID|{76ACA4BE-E645-4345-BAB4-CCC190E40A44},,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-ab422aa71c391c3b,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1001809,1001809,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-ba770a4d737002ac,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1001810.16,1001810.16,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-47e8f9c67770bc1c,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1001842,1001842,EBO;EBOAttained;MapScale,"{""EBO"": 17, ""EBOAttained"": 19, ""MapScale"": 6000}","{""EBO"": 17.0, ""EBOAttained"": 19.0, ""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-18-0005.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-dc74df266fed7be1,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002016.2,1002016.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-48b07c9f100402c6,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002318,1002318,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-93869dc988460104,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002329,1002329,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-08da4024f010044f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002380,1002380,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-8b67a5729a651101,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002465,1002465,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-833d244856ac4880,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002477,1002477,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-1ea6aaa769d9ea45,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.1,1002588.1,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-c4a2a57927acc6e7,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{1BA13696-6787-47F8-8E94-571795CCF234},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-373d12d1ca34aa06,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{308BF890-FFF6-44DA-A94E-766C3D40F65A},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-cccc122dc6a079ff,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{66EECA82-0913-4005-A431-27D89B9315EB},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-792a360ee12da802,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{92D87469-8BD0-40EA-B757-C1CDF6512E9D},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-b5ef437f27ed7505,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{C437D95C-8AE6-4E61-A838-38BAD80344F2},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-c4861a69a05ebd8d,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{C48F3D15-DEA4-4ADD-A432-F6BF2441730A},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-e31fecbf1c9fb16c,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{CCDF3EB0-CBB3-4AE0-943C-44FB1247C529},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-83426e70f3f72537,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002588.2|GLOBALID|{E9429E75-E4E1-4B56-9FA2-EAE8B7011ED9},1002588.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-cab3829d9b22cc47,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002695,1002695,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-7cae843bff16b33d,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002935,1002935,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-7281249b6953da83,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002941,1002941,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-daf7166c3677e311,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|1002971,1002971,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1,One or more non-volatile source attributes changed outside the headline categories.
chg-5367c3f93ad57217,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20009,TRANS20009,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001183,One or more non-volatile source attributes changed outside the headline categories.
chg-05252db8b6e390e9,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20014,TRANS20014,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000446.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-cc370016ebfda7f8,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20023,TRANS20023,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans20023,One or more non-volatile source attributes changed outside the headline categories.
chg-8bf03cae3401efa6,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20026,TRANS20026,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001531.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-f726be5706052ede,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20030,TRANS20030,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001179,One or more non-volatile source attributes changed outside the headline categories.
chg-75fd00e62beabfd3,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20031,TRANS20031,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001516.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-78d1bcd7b93e8fc0,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20032,TRANS20032,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001517.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-ef7d226bec18b60f,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20033,TRANS20033,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000254,One or more non-volatile source attributes changed outside the headline categories.
chg-b0bc7e08bff641c3,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20035,TRANS20035,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000254-TRANS20035.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-7c9f51e5f5f77aba,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20038,TRANS20038,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000254-TRANS20038.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-5e0ee05edc33cef7,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20039,TRANS20039,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001962.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-c614427927b96402,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20044,TRANS20044,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001594,One or more non-volatile source attributes changed outside the headline categories.
chg-8088348929856b6b,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20048,TRANS20048,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fTRANS20048.pdf,One or more non-volatile source attributes changed outside the headline categories.
chg-4516d4f23ff1bb0b,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20050,TRANS20050,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans20050,One or more non-volatile source attributes changed outside the headline categories.
chg-a7ca386487afafeb,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20079,TRANS20079,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002096,One or more non-volatile source attributes changed outside the headline categories.
chg-3f6990fee65b7b83,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20091,TRANS20091,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans20091,One or more non-volatile source attributes changed outside the headline categories.
chg-5a720df153ab27c9,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20119.1,TRANS20119.1,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans201191,One or more non-volatile source attributes changed outside the headline categories.
chg-55517073acd6f8cb,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20119.2,TRANS20119.2,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans201192,One or more non-volatile source attributes changed outside the headline categories.
chg-906fc80254ca3c74,2026-09,2026-08-23,2026-09-01,other_field_changed,,capital_locations_line,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20119.3,TRANS20119.3,MapScale,"{""MapScale"": 6000}","{""MapScale"": 6000.0}",https://www.tampa.gov/project/trans201193,One or more non-volatile source attributes changed outside the headline categories.
